id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PTEN	10	0.2597	0.46582	1.0	246	4	-0.20865	0.034321	0.10658	0.88145	74	2	-0.20865
RPL30	10	0.26018	0.46767	1.0	247	3	-0.13249	0.89961	0.93231	1.0	507	1	-0.13249
TSSCLSTN3	5	0.26065	0.36113	1.0	248	1	-0.20019	0.90981	0.92535	1.0	511	0	-0.20019
candidate710	10	0.26262	0.46768	1.0	249	3	0.33581	0.23075	0.44849	1.0	232	3	0.33581
candidate938	10	0.26671	0.47109	1.0	250	3	-0.067576	0.62327	0.80224	1.0	421	2	-0.067576
ATM	5	0.26723	0.36455	1.0	251	1	-0.078655	0.26529	0.40335	1.0	252	2	-0.078655
candidate769	10	0.26757	0.47305	1.0	252	4	-0.14321	0.62171	0.80062	1.0	418	1	-0.14321
candidate529	10	0.2699	0.47305	1.0	253	4	-0.03925	0.40556	0.63925	1.0	334	3	-0.03925
TSSSLC24A1	5	0.27014	0.3662	1.0	254	2	-0.086551	0.27374	0.40995	1.0	258	2	-0.086551
TSSTP53	5	0.27014	0.3662	1.0	255	1	0.075084	0.6221	0.67591	1.0	419	1	0.075084
FBN1	10	0.27465	0.47306	1.0	256	3	0.031786	0.82476	0.90502	1.0	487	2	0.031786
candidate530	10	0.27531	0.47306	1.0	257	3	0.51567	0.020823	0.07348	0.788942	51	6	0.51567
candidate750	10	0.27739	0.47485	1.0	258	4	0.057278	0.23845	0.45986	1.0	235	3	0.057278
candidate562	10	0.27849	0.47663	1.0	259	3	-0.17923	0.62559	0.80378	1.0	423	2	-0.17923
RPS3A	10	0.2795	0.47663	1.0	260	2	0.19256	0.14367	0.34597	1.0	174	4	0.19256
candidate552	10	0.28235	0.47792	1.0	261	3	-0.072205	0.00093436	0.0038671	0.394444	4	2	-0.072205
candidate614	10	0.28235	0.47792	1.0	262	3	-0.16665	0.25993	0.48471	1.0	250	4	-0.16665
candidate768	9	0.28723	0.46769	1.0	263	2	0.47626	0.0031752	0.01127	0.459798	13	5	0.47626
candidate979	9	0.28788	0.46917	1.0	264	3	-0.025577	0.86428	0.90326	1.0	497	1	-0.025577
candidate669	10	0.28899	0.4872	1.0	265	4	-0.076197	0.3467	0.59708	1.0	303	3	-0.076197
PPAP2C	5	0.2896	0.38217	1.0	266	2	-0.20978	0.35853	0.48936	1.0	311	1	-0.20978
candidate622	10	0.29113	0.48879	1.0	267	4	-0.31295	0.41466	0.64144	1.0	341	2	-0.31295
RPL14	10	0.29121	0.48879	1.0	268	3	0.34191	0.045342	0.13226	0.902115	85	5	0.34191
candidate94	10	0.29121	0.48879	1.0	269	3	0.048596	0.043075	0.13022	0.902115	79	4	0.048596
candidate701	9	0.29395	0.47065	1.0	270	3	-0.088971	0.31356	0.52724	1.0	283	2	-0.088971
candidate644	9	0.2952	0.4749	1.0	271	3	-0.019489	0.75711	0.85281	1.0	457	2	-0.019489
candidate73	10	0.29704	0.49022	1.0	272	3	0.25642	0.020408	0.071613	0.78263	50	4	0.25642
ADAM17	4	0.29724	0.38827	1.0	273	1	0.14347	0.58063	0.60051	1.0	406	1	0.14347
candidate613	10	0.29875	0.49022	1.0	274	3	-0.14164	0.38523	0.61458	1.0	327	1	-0.14164
RPL5	10	0.29875	0.49022	1.0	275	2	0.3177	0.015353	0.059987	0.736584	37	5	0.3177
candidate775	10	0.29952	0.49401	1.0	276	4	-0.047778	0.004664	0.015889	0.565391	17	3	-0.047778
candidate605	8	0.30051	0.46684	1.0	277	3	-0.22295	0.45866	0.65749	1.0	360	2	-0.22295
OVCH2	10	0.30887	0.50666	1.0	278	3	-0.11299	0.29398	0.53207	1.0	269	2	-0.11299
candidate692	10	0.31049	0.51188	1.0	279	3	-0.086632	0.43438	0.65568	1.0	352	3	-0.086632
candidate686	10	0.31049	0.51188	1.0	280	3	-0.17173	0.19166	0.39192	1.0	208	4	-0.17173
RPL3	10	0.31049	0.51188	1.0	281	3	0.047191	0.23845	0.45986	1.0	236	3	0.047191
TSSUSP24	5	0.31143	0.4013	1.0	282	2	-0.62802	0.8169	0.8267	1.0	482	1	-0.62802
candidate759	10	0.31233	0.51997	1.0	283	4	-0.097329	0.11762	0.2785	1.0	156	2	-0.097329
TSSSNAPC5	4	0.32048	0.41633	1.0	284	1	-0.15224	0.96306	0.97731	1.0	533	0	-0.15224
CCND1	4	0.32294	0.41633	1.0	285	2	-0.32509	0.7723	0.79082	1.0	461	0	-0.32509
candidate93	9	0.32492	0.49729	1.0	286	3	0.14742	0.64539	0.78178	1.0	428	1	0.14742
candidate783	10	0.33133	0.53457	1.0	287	1	0.11388	0.20071	0.39654	1.0	213	4	0.11388
MEOX1	10	0.33133	0.53457	1.0	288	3	-0.001169	0.14351	0.34475	1.0	173	4	-0.001169
SERPINB8	5	0.33526	0.42943	1.0	289	1	0.15888	0.61453	0.67124	1.0	415	1	0.15888
TSSNF1	5	0.33526	0.42943	1.0	290	1	-0.17889	0.20041	0.34326	1.0	212	1	-0.17889
candidate776	9	0.33844	0.52236	1.0	291	1	0.67114	0.014114	0.052055	0.736584	34	5	0.67114
candidate953	10	0.34181	0.5446	1.0	292	2	0.26014	0.27881	0.50989	1.0	261	4	0.26014
candidate556	10	0.34181	0.5446	1.0	293	2	0.010877	0.3467	0.59708	1.0	301	3	0.010877
RPS6	10	0.343	0.54825	1.0	294	3	-0.18087	0.22943	0.44707	1.0	231	3	-0.18087
H19	10	0.34414	0.54825	1.0	295	3	-0.21956	0.19765	0.39529	1.0	209	2	-0.21956
candidate513	10	0.35182	0.54965	1.0	296	3	-0.23272	0.19072	0.39089	1.0	207	3	-0.23272
candidate547	10	0.35375	0.55104	1.0	297	2	0.12279	0.55362	0.75291	1.0	398	2	0.12279
TSSUCK1	5	0.35861	0.46586	1.0	298	2	-0.37398	0.98007	0.99071	1.0	539	0	-0.37398
candidate958	10	0.36318	0.56011	1.0	299	2	-0.052786	0.59179	0.7861	1.0	410	3	-0.052786
CDH4	5	0.36531	0.46587	1.0	300	2	-0.166	0.91934	0.936	1.0	517	0	-0.166
KARS	5	0.36531	0.46587	1.0	301	2	-0.23037	0.97113	0.98536	1.0	536	0	-0.23037
candidate66	10	0.36679	0.56157	1.0	302	2	0.26177	0.1261	0.30232	1.0	165	5	0.26177
candidate637	10	0.36812	0.56157	1.0	303	2	0.080606	0.14783	0.34748	1.0	180	4	0.080606
FBXL7	10	0.36998	0.56158	1.0	304	2	-0.033595	0.078331	0.1978	0.960726	118	4	-0.033595
TSSXPA	5	0.37044	0.47224	1.0	305	2	-0.22122	0.7487	0.75695	1.0	454	1	-0.22122
candidate572	9	0.37197	0.5443	1.0	306	3	-0.047195	0.25936	0.48326	1.0	249	3	-0.047195
candidate631	10	0.37409	0.56685	1.0	307	3	-0.12713	0.11173	0.26628	1.0	152	4	-0.12713
SLC6A11	10	0.37409	0.56685	1.0	308	3	-0.028889	0.13536	0.32111	1.0	169	3	-0.028889
DTNB	10	0.37435	0.5697	1.0	309	2	0.10968	0.06442	0.18438	0.957624	104	3	0.10968
RPL18A	10	0.37435	0.5697	1.0	310	2	0.039834	0.40652	0.63925	1.0	335	2	0.039834
candidate645	10	0.37673	0.5712	1.0	311	2	0.40796	0.056338	0.15574	0.957624	97	5	0.40796
candidate748	10	0.38038	0.57121	1.0	312	2	0.39772	0.097516	0.2465	1.0	141	4	0.39772
candidate642	10	0.38118	0.57196	1.0	313	3	-0.212	0.77045	0.87143	1.0	460	1	-0.212
candidate581	10	0.38402	0.57271	1.0	314	1	0.45524	0.010795	0.050936	0.736584	25	5	0.45524
GALNT5	10	0.38402	0.57271	1.0	315	1	-0.11604	0.44547	0.66008	1.0	355	3	-0.11604
PTCH1	5	0.38601	0.48354	1.0	316	2	-0.25648	0.51698	0.63829	1.0	382	1	-0.25648
candidate704	10	0.38692	0.57353	1.0	317	2	-0.1687	0.06062	0.1659	0.957624	100	2	-0.1687
candidate579	10	0.39192	0.57709	1.0	318	3	-0.16521	0.48352	0.69123	1.0	368	2	-0.16521
BCL6B	5	0.39251	0.49111	1.0	319	1	-0.073739	0.6221	0.67591	1.0	420	1	-0.073739
candidate683	9	0.40094	0.56674	1.0	320	2	0.336	0.1445	0.31216	1.0	175	4	0.336
ETV6	5	0.40218	0.50941	1.0	321	1	0.45753	0.023483	0.058561	0.736584	54	4	0.45753
candidate620	10	0.40403	0.58591	1.0	322	2	0.051868	0.76213	0.86759	1.0	458	2	0.051868
candidate557	10	0.40777	0.59269	1.0	323	3	-0.026855	0.32553	0.57108	1.0	292	4	-0.026855
candidate652	10	0.40777	0.59269	1.0	324	3	-0.17389	0.80384	0.88983	1.0	473	1	-0.17389
candidate612	10	0.40777	0.59269	1.0	325	2	-0.011835	0.2711	0.49908	1.0	257	2	-0.011835
candidate662	10	0.40956	0.59427	1.0	326	3	0.22246	0.09801	0.24772	1.0	142	5	0.22246
candidate962	8	0.41147	0.57233	1.0	327	3	-0.015387	0.24782	0.44919	1.0	241	2	-0.015387
ANKRD22	10	0.41299	0.59428	1.0	328	3	0.14742	0.55036	0.74572	1.0	395	3	0.14742
TSSCADM1	5	0.41335	0.51825	1.0	329	2	0.40159	0.021569	0.054224	0.736584	52	3	0.40159
USP24	5	0.41446	0.52056	1.0	330	1	0.26664	0.0015984	0.004689	0.409957	8	3	0.26664
TSSPAX5	5	0.41871	0.52057	1.0	331	1	0.29781	0.090611	0.17991	0.957624	131	3	0.29781
OR5V1	5	0.4208	0.52272	1.0	332	2	-0.29893	0.40844	0.54496	1.0	338	2	-0.29893
candidate537	10	0.42522	0.60071	1.0	333	2	-0.10461	0.52441	0.71786	1.0	385	3	-0.10461
candidate771	9	0.42773	0.59257	1.0	334	3	-0.019489	0.14089	0.30913	1.0	172	3	-0.019489
TSSPPAP2C	5	0.43156	0.53196	1.0	335	2	-0.085806	0.92855	0.94294	1.0	521	0	-0.085806
candidate998	9	0.43268	0.59763	1.0	336	2	-0.12356	0.025779	0.084834	0.805292	60	1	-0.12356
candidate946	10	0.43397	0.60872	1.0	337	2	0.38331	0.026874	0.085309	0.805292	63	6	0.38331
candidate751	10	0.4363	0.60872	1.0	338	2	-0.06257	0.11719	0.27668	1.0	155	4	-0.06257
candidate721	10	0.43751	0.6116	1.0	339	3	-0.20478	0.98451	0.98917	1.0	540	0	-0.20478
candidate646	10	0.43751	0.6116	1.0	340	3	0.2488	0.087285	0.22225	0.993504	126	5	0.2488
candidate935	9	0.4378	0.60845	1.0	341	3	-0.073739	0.40705	0.60724	1.0	337	3	-0.073739
TSSSMAD4	5	0.44189	0.54689	1.0	342	2	1.1523	0.0043625	0.010433	0.459798	15	3	1.1523
candidate787	10	0.44461	0.61725	1.0	343	1	0.63762	0.0063419	0.02094	0.610245	21	5	0.63762
candidate519	9	0.44571	0.61419	1.0	344	2	-0.062097	0.15403	0.32348	1.0	185	2	-0.062097
TSSCCND1	5	0.44578	0.55148	1.0	345	2	-0.15313	0.16536	0.3127	1.0	192	2	-0.15313
DAG1	5	0.44734	0.55371	1.0	346	2	-0.085142	0.20041	0.34326	1.0	211	1	-0.085142
TSSPPIL2	5	0.44734	0.55371	1.0	347	2	0.1332	0.42041	0.56097	1.0	344	2	0.1332
RBM5	5	0.44779	0.55816	1.0	348	1	0.20444	0.13863	0.27571	1.0	170	2	0.20444
TSSSERPINB8	5	0.44779	0.55816	1.0	349	1	0.16531	0.35853	0.48936	1.0	314	1	0.16531
candidate712	10	0.44791	0.6187	1.0	350	3	-0.20202	0.017619	0.065662	0.736584	44	2	-0.20202
candidate674	9	0.45358	0.6142	1.0	351	2	0.23729	0.093192	0.23683	0.993504	135	4	0.23729
candidate655	10	0.45607	0.62696	1.0	352	2	0.17446	0.32161	0.56898	1.0	289	4	0.17446
candidate905	10	0.45607	0.62696	1.0	353	2	-0.03361	0.5509	0.74759	1.0	397	2	-0.03361
TSSADAM17	5	0.45617	0.56347	1.0	354	1	0.43211	0.023777	0.058561	0.736584	56	4	0.43211
ATP7A	5	0.45617	0.56347	1.0	355	1	0.1916	0.27413	0.41157	1.0	260	2	0.1916
RPS19	10	0.46216	0.63193	1.0	356	3	-0.34001	0.94883	0.95396	1.0	527	1	-0.34001
candidate629	10	0.46216	0.63193	1.0	357	3	0.074086	0.56436	0.75728	1.0	401	2	0.074086
candidate71	10	0.46232	0.63343	1.0	358	3	-0.050745	0.32072	0.56528	1.0	288	3	-0.050745
candidate940	10	0.46846	0.63808	1.0	359	2	0.2875	0.075203	0.1949	0.957624	115	4	0.2875
candidate718	10	0.47254	0.63809	1.0	360	2	-0.10313	0.18967	0.39089	1.0	205	4	-0.10313
candidate9	10	0.47886	0.64167	1.0	361	2	0.62313	0.0030278	0.011027	0.459798	12	6	0.62313
candidate657	10	0.48234	0.6459	1.0	362	3	0.49704	0.012843	0.05566	0.736584	30	6	0.49704
candidate749	10	0.48407	0.64822	1.0	363	3	0.56085	0.035277	0.10986	0.896485	75	6	0.56085
candidate77	9	0.48459	0.64614	1.0	364	3	-0.087525	0.67841	0.80356	1.0	437	2	-0.087525
EHMT2	5	0.48866	0.57837	1.0	365	1	0.33558	0.43409	0.57348	1.0	350	2	0.33558
candidate619	10	0.48872	0.64907	1.0	366	2	-0.077634	0.21841	0.42283	1.0	226	3	-0.077634
candidate630	10	0.48872	0.64907	1.0	367	2	-0.18496	0.31021	0.55724	1.0	282	3	-0.18496
candidate994	10	0.49375	0.65587	1.0	368	2	0.71112	0.0043694	0.015666	0.565391	16	7	0.71112
candidate755	10	0.49375	0.65587	1.0	369	3	0.077069	0.13374	0.3188	1.0	167	5	0.077069
candidate778	10	0.49929	0.66544	1.0	370	2	0.062702	0.027764	0.087745	0.805292	64	4	0.062702
candidate621	10	0.50104	0.66642	1.0	371	3	-0.065141	0.56417	0.75728	1.0	400	3	-0.065141
candidate777	10	0.50129	0.66739	1.0	372	1	-0.015719	0.1526	0.34915	1.0	183	4	-0.015719
candidate654	10	0.50334	0.66739	1.0	373	2	0.47143	0.025963	0.085299	0.805292	61	5	0.47143
candidate753	10	0.50428	0.6674	1.0	374	2	0.21863	0.38799	0.61773	1.0	330	3	0.21863
candidate789	10	0.51316	0.67419	1.0	375	2	0.56132	0.011276	0.053887	0.736584	26	6	0.56132
candidate6	10	0.51316	0.67419	1.0	376	1	0.10419	0.043075	0.13022	0.902115	80	2	0.10419
candidate553	10	0.5184	0.68042	1.0	377	3	0.017305	0.55036	0.74572	1.0	394	3	0.017305
THADA	10	0.51996	0.68226	1.0	378	2	0.34921	0.012086	0.054907	0.736584	29	4	0.34921
EIF2AK4	10	0.52198	0.68227	1.0	379	2	-0.026794	0.74297	0.85083	1.0	450	2	-0.026794
SRGAP2	5	0.5227	0.59162	1.0	380	1	0.41867	0.064311	0.13463	0.902115	103	3	0.41867
candidate546	10	0.52768	0.68642	1.0	381	3	-0.016823	0.1584	0.36	1.0	187	3	-0.016823
candidate607	10	0.53847	0.69336	1.0	382	2	0.15273	0.045245	0.13226	0.902115	84	4	0.15273
candidate720	10	0.53907	0.69519	1.0	383	3	0.1136	0.081389	0.20822	0.980256	121	5	0.1136
candidate527	10	0.53907	0.69519	1.0	384	3	0.16	0.17026	0.36635	1.0	194	3	0.16
candidate779	10	0.53907	0.69519	1.0	385	3	-0.07888	0.36895	0.60679	1.0	318	2	-0.07888
candidate7	8	0.54561	0.6654	1.0	386	2	0.034168	0.20407	0.40433	1.0	214	2	0.034168
candidate995	10	0.54928	0.702	1.0	387	3	0.066465	0.046738	0.13429	0.902115	88	3	0.066465
candidate754	10	0.55067	0.70353	1.0	388	2	-0.075495	0.7905	0.8785	1.0	467	1	-0.075495
candidate512	10	0.55067	0.70353	1.0	389	3	-0.076612	0.73882	0.84987	1.0	449	2	-0.076612
candidate990	10	0.55812	0.7103	1.0	390	2	0.01189	0.25443	0.48328	1.0	245	4	0.01189
BECN1	5	0.56098	0.61708	1.0	391	1	0.76874	0.017174	0.042974	0.736584	42	3	0.76874
candidate798	10	0.56391	0.7174	1.0	392	3	-0.10458	0.94136	0.94943	1.0	525	1	-0.10458
candidate538	10	0.56391	0.7174	1.0	393	3	-0.097829	0.10752	0.2601	1.0	149	3	-0.097829
TSSKARS	5	0.56819	0.61945	1.0	394	1	0.17023	0.094665	0.18394	0.957624	140	2	0.17023
candidate56	9	0.56936	0.71329	1.0	395	1	0.37511	0.019951	0.064835	0.736584	49	6	0.37511
candidate79	7	0.57156	0.67627	1.0	396	2	0.022055	0.18258	0.35115	1.0	201	3	0.022055
DNAH6	10	0.57506	0.72712	1.0	397	2	0.31156	0.27013	0.49908	1.0	256	4	0.31156
candidate569	10	0.57597	0.72713	1.0	398	2	0.44412	0.015244	0.059987	0.736584	36	5	0.44412
candidate578	9	0.57726	0.71631	1.0	399	2	-0.082314	0.66387	0.79711	1.0	432	2	-0.082314
candidate793	10	0.58198	0.73322	1.0	400	3	-0.17049	0.93375	0.94617	1.0	523	1	-0.17049
DSCAML1	10	0.58261	0.73463	1.0	401	2	-0.047195	0.37381	0.60789	1.0	322	3	-0.047195
candidate634	10	0.58261	0.73463	1.0	402	2	0.039419	0.0023591	0.0094623	0.459798	10	3	0.039419
TSSATP7A	5	0.59177	0.63779	1.0	403	1	-0.088212	0.33517	0.4694	1.0	294	2	-0.088212
candidate698	10	0.59217	0.748	1.0	404	2	0.043262	0.7997	0.88654	1.0	472	1	0.043262
candidate682	10	0.59436	0.748	1.0	405	1	-0.22746	0.17277	0.37111	1.0	196	3	-0.22746
TSSFAM188A	5	0.5979	0.63911	1.0	406	1	0.35873	0.12415	0.237	0.993504	162	2	0.35873
RPL37A	10	0.6038	0.75207	1.0	407	2	0.15883	0.034053	0.10657	0.88145	71	1	0.15883
TSSNHP2L1	5	0.60816	0.64449	1.0	408	1	-0.040577	0.28134	0.41456	1.0	263	2	-0.040577
candidate76	10	0.61066	0.75306	1.0	409	2	-0.063462	0.35249	0.59751	1.0	307	2	-0.063462
candidate535	10	0.61233	0.75812	1.0	410	2	0.087507	0.14656	0.34673	1.0	179	4	0.087507
candidate672	10	0.61233	0.75812	1.0	411	2	-0.075385	0.9961	0.99782	1.0	546	0	-0.075385
candidate729	10	0.61233	0.75812	1.0	412	2	-0.054646	0.36029	0.60124	1.0	315	2	-0.054646
candidate554	10	0.61582	0.76319	1.0	413	2	0.36543	0.10202	0.2515	1.0	145	4	0.36543
TSSKEAP1	5	0.61714	0.65134	1.0	414	1	0.019579	0.20041	0.34326	1.0	210	2	0.019579
TSSETV6	5	0.61714	0.65134	1.0	415	1	0.72608	0.030721	0.0776	0.804931	68	3	0.72608
candidate784	10	0.6221	0.7632	1.0	416	1	0.45698	0.21707	0.41938	1.0	225	4	0.45698
TSSBCL6B	5	0.62231	0.65618	1.0	417	1	-0.073739	0.44546	0.59415	1.0	353	1	-0.073739
PEAK1	10	0.62404	0.7632	1.0	418	1	0.27839	0.030351	0.096668	0.870009	67	5	0.27839
candidate91	10	0.62598	0.7632	1.0	419	1	0.44427	0.016906	0.062433	0.736584	40	6	0.44427
OSBPL3	9	0.63151	0.74287	1.0	420	2	-0.0011129	0.43421	0.63167	1.0	351	2	-0.0011129
candidate744	9	0.63419	0.74607	1.0	421	1	-0.078655	0.054974	0.14363	0.906186	96	3	-0.078655
candidate586	10	0.63475	0.76828	1.0	422	2	0.33385	0.2741	0.50006	1.0	259	4	0.33385
candidate949	10	0.64261	0.77611	1.0	423	2	-0.060523	0.33457	0.5833	1.0	293	1	-0.060523
candidate61	9	0.64438	0.75629	1.0	424	1	0.29025	0.11645	0.26909	1.0	154	4	0.29025
PPP1R2P9	10	0.65294	0.78186	1.0	425	2	-0.15758	0.35812	0.60028	1.0	309	3	-0.15758
candidate600	10	0.65294	0.78186	1.0	426	2	-0.081937	0.8391	0.91671	1.0	493	2	-0.081937
CLEC2B	5	0.66428	0.68157	1.0	427	1	0.34215	0.11986	0.22887	0.993504	157	3	0.34215
TSSC1R	5	0.66428	0.68157	1.0	428	1	0.18215	0.024527	0.059403	0.736584	57	2	0.18215
PCDHGC4	5	0.66428	0.68157	1.0	429	1	0.3413	0.35546	0.48215	1.0	308	2	0.3413
candidate780	8	0.66704	0.76433	1.0	430	2	0.41175	0.01842	0.060294	0.736584	47	5	0.41175
candidate534	10	0.67286	0.78655	1.0	431	2	0.21547	0.088781	0.22226	0.993504	128	2	0.21547
TSSING5	5	0.67829	0.69062	1.0	432	1	0.22454	0.21613	0.35189	1.0	224	2	0.22454
PIK3CG	10	0.6819	0.7899	1.0	433	2	0.096075	0.49705	0.69952	1.0	372	3	0.096075
candidate774	10	0.68794	0.79454	1.0	434	2	0.056281	0.64001	0.81251	1.0	426	1	0.056281
TSSRPL8	5	0.69182	0.70011	1.0	435	1	-0.078655	0.20548	0.3477	1.0	217	1	-0.078655
candidate72	10	0.70101	0.81098	1.0	436	2	0.10162	0.10075	0.24957	1.0	144	4	0.10162
candidate598	10	0.70101	0.81098	1.0	437	2	0.053102	0.5016	0.7046	1.0	377	3	0.053102
candidate610	10	0.70205	0.81308	1.0	438	2	0.1537	0.20555	0.4051	1.0	219	4	0.1537
ENDOD1	10	0.71014	0.81673	1.0	439	2	0.32265	0.037092	0.11676	0.901629	77	4	0.32265
LATS1	5	0.7136	0.71146	1.0	440	1	0.33558	0.1251	0.23701	0.993504	163	2	0.33558
TSSATP7B	5	0.71463	0.71262	1.0	441	1	-0.047195	0.54851	0.64444	1.0	393	1	-0.047195
candidate670	9	0.71695	0.80524	1.0	442	2	0.64868	0.0023888	0.0077491	0.459798	11	5	0.64868
TSSDAG1	5	0.7177	0.71498	1.0	443	1	-0.080182	0.10426	0.20449	0.970143	147	1	-0.080182
candidate743	10	0.72157	0.82515	1.0	444	1	0.20666	0.29398	0.53207	1.0	270	3	0.20666
candidate623	10	0.72157	0.82515	1.0	445	2	0.35193	0.063013	0.18134	0.957624	101	4	0.35193
candidate531	10	0.72157	0.82515	1.0	446	1	0.33162	0.02678	0.085309	0.805292	62	5	0.33162
ADAT1	5	0.72775	0.73267	1.0	447	1	-0.084273	0.26905	0.40994	1.0	253	1	-0.084273
candidate92	9	0.73385	0.82108	1.0	448	2	0.16911	0.082825	0.2126	0.986892	123	3	0.16911
candidate732	10	0.73854	0.83514	1.0	449	2	-0.13005	0.83994	0.91729	1.0	494	1	-0.13005
candidate740	10	0.74707	0.83645	1.0	450	2	0.14197	0.16458	0.36373	1.0	190	3	0.14197
TGFB1	5	0.74901	0.75092	1.0	451	1	-0.20019	0.89142	0.91014	1.0	504	0	-0.20019
candidate706	9	0.74926	0.82863	1.0	452	2	0.02302	0.40705	0.60724	1.0	336	3	0.02302
candidate900	10	0.75397	0.83905	1.0	453	2	0.041136	0.10536	0.25632	1.0	148	4	0.041136
candidate639	10	0.75943	0.84238	1.0	454	2	0.11613	0.67286	0.82159	1.0	434	2	0.11613
candidate595	10	0.76212	0.84578	1.0	455	2	0.53122	0.081013	0.20315	0.970143	120	5	0.53122
candidate773	10	0.76603	0.84579	1.0	456	2	-0.062925	0.53931	0.73249	1.0	392	2	-0.062925
candidate980	9	0.76724	0.84409	1.0	457	2	0.075084	0.42825	0.63055	1.0	345	3	0.075084
TSSLATS1	5	0.76775	0.75777	1.0	458	1	0.14927	0.0040217	0.0098782	0.459798	14	2	0.14927
candidate691	10	0.76871	0.84715	1.0	459	1	0.2476	0.36173	0.60466	1.0	316	3	0.2476
candidate737	10	0.77219	0.8498	1.0	460	1	0.17329	0.046746	0.13588	0.902115	89	3	0.17329
candidate986	10	0.77549	0.85053	1.0	461	2	-0.017349	0.3516	0.59751	1.0	305	2	-0.017349
candidate67	10	0.77549	0.85053	1.0	462	2	0.26514	0.052126	0.13987	0.902115	92	5	0.26514
candidate584	10	0.77635	0.85183	1.0	463	1	-0.0021146	0.87973	0.92611	1.0	500	1	-0.0021146
RPL23	9	0.78141	0.85264	1.0	464	1	0.26166	0.14631	0.31597	1.0	178	4	0.26166
TSSBECN1	5	0.78276	0.77244	1.0	465	1	-0.26692	0.53651	0.64234	1.0	390	1	-0.26692
candidate570	10	0.78329	0.85612	1.0	466	1	0.53122	0.056338	0.15574	0.957624	98	5	0.53122
candidate723	10	0.78329	0.85612	1.0	467	1	0.35454	0.063856	0.18266	0.957624	102	4	0.35454
candidate663	10	0.78772	0.86157	1.0	468	2	0.22123	0.66251	0.8199	1.0	431	2	0.22123
TSSSLC7A1	5	0.78983	0.77955	1.0	469	1	-0.34195	0.73234	0.74558	1.0	447	1	-0.34195
FSIP1	10	0.79168	0.86304	1.0	470	2	0.059954	0.43238	0.65514	1.0	348	2	0.059954
candidate799	10	0.79411	0.86518	1.0	471	2	0.20033	0.067513	0.18748	0.957624	106	4	0.20033
candidate989	10	0.80181	0.87114	1.0	472	2	-0.24625	0.28643	0.51877	1.0	266	1	-0.24625
ALDH16A1	5	0.80733	0.79285	1.0	473	1	-0.23508	0.92833	0.94294	1.0	520	0	-0.23508
TSSATM	4	0.813	0.77314	1.0	474	0	0.02291	0.44661	0.53885	1.0	356	1	0.02291
MSMO1	5	0.81387	0.79968	1.0	475	1	0.51834	0.022793	0.057759	0.736584	53	3	0.51834
candidate707	10	0.81808	0.88196	1.0	476	2	-0.064332	0.3001	0.54155	1.0	274	3	-0.064332
SLC7A1	5	0.82012	0.80666	1.0	477	0	-0.069402	0.50111	0.62504	1.0	375	1	-0.069402
candidate656	10	0.82327	0.88853	1.0	478	2	-0.072079	0.22631	0.4399	1.0	230	2	-0.072079
RB1	5	0.82803	0.81318	1.0	479	0	-0.17975	0.14871	0.29106	1.0	181	2	-0.17975
TSSGRIA2	5	0.82803	0.81318	1.0	480	0	0.342	0.13499	0.2716	1.0	168	3	0.342
candidate942	10	0.83141	0.89392	1.0	481	2	-0.03665	0.20496	0.4051	1.0	216	3	-0.03665
candidate641	10	0.83141	0.89392	1.0	482	2	-0.14166	0.12009	0.28952	1.0	159	4	-0.14166
candidate54	10	0.83166	0.89529	1.0	483	1	0.15356	0.4203	0.64797	1.0	343	2	0.15356
candidate545	10	0.83667	0.89654	1.0	484	1	-0.022455	0.47886	0.68968	1.0	366	2	-0.022455
TSSE2F2	4	0.83848	0.79894	1.0	485	0	0.49627	0.21592	0.32417	1.0	223	2	0.49627
SMAD4	5	0.84228	0.81881	1.0	486	0	-0.053604	0.81581	0.82669	1.0	480	1	-0.053604
PAX5	5	0.84785	0.82201	1.0	487	0	0.36785	0.090978	0.17991	0.957624	132	3	0.36785
candidate543	10	0.86103	0.90471	1.0	488	1	-0.060623	0.61578	0.79726	1.0	416	2	-0.060623
candidate992	10	0.86479	0.90616	1.0	489	1	-0.010125	0.3467	0.59708	1.0	302	3	-0.010125
candidate563	10	0.86479	0.90616	1.0	490	1	0.015954	0.56733	0.76206	1.0	402	3	0.015954
TSSEIF5B	5	0.86486	0.83468	1.0	491	0	0.075084	0.094665	0.18394	0.957624	139	2	0.075084
LCP1	4	0.86646	0.8302	1.0	492	0	0.018283	0.82351	0.84849	1.0	485	0	0.018283
candidate560	10	0.86784	0.90761	1.0	493	1	0.27365	0.18978	0.39089	1.0	206	4	0.27365
candidate909	10	0.86829	0.90761	1.0	494	1	0.48698	0.0053916	0.017553	0.565391	19	7	0.48698
candidate694	9	0.86891	0.89215	1.0	495	1	0.40159	0.072666	0.18608	0.957624	112	5	0.40159
TSSEPC1	5	0.87015	0.83856	1.0	496	0	0.40508	0.44546	0.59415	1.0	354	1	0.40508
candidate693	9	0.87447	0.89473	1.0	497	1	0.8234	0.00050869	0.0018766	0.382828	3	6	0.8234
EPC1	5	0.87894	0.84235	1.0	498	0	0.33558	0.1446	0.28839	1.0	176	2	0.33558
